phrog_id	color	annot	category
phrog_9257	#c9c9c9	NA	unknown function
phrog_9258	#3e83f6	virion structural protein	head and packaging
phrog_9259	#838383	zinc-finger domain protein	other
phrog_9260	#c9c9c9	NA	unknown function
phrog_9261	#c9c9c9	NA	unknown function
phrog_9262	#c9c9c9	NA	unknown function
phrog_9263	#c9c9c9	NA	unknown function
phrog_9264	#c9c9c9	NA	unknown function
phrog_9265	#c9c9c9	NA	unknown function
phrog_9266	#c9c9c9	NA	unknown function
phrog_9267	#c9c9c9	NA	unknown function
phrog_9268	#c9c9c9	NA	unknown function
phrog_9269	#c9c9c9	NA	unknown function
phrog_9270	#ffdf59	tyrosyl-tRNA synthetase	DNA, RNA and nucleotide metabolism
phrog_9271	#c9c9c9	NA	unknown function
phrog_9272	#c9c9c9	NA	unknown function
phrog_9273	#3e83f6	terminase small subunit	head and packaging
phrog_9274	#c9c9c9	NA	unknown function
phrog_9275	#c9c9c9	NA	unknown function
phrog_9276	#c9c9c9	NA	unknown function
phrog_9277	#c9c9c9	NA	unknown function
phrog_9278	#c9c9c9	NA	unknown function
phrog_9279	#c9c9c9	NA	unknown function
phrog_9280	#c9c9c9	NA	unknown function
phrog_9281	#3e83f6	head protein	head and packaging
phrog_9282	#c9c9c9	NA	unknown function
phrog_9283	#c9c9c9	NA	unknown function
phrog_9284	#f35f49	holin	lysis
phrog_9285	#c9c9c9	NA	unknown function
phrog_9286	#c9c9c9	NA	unknown function
phrog_9287	#c9c9c9	NA	unknown function
phrog_9288	#c9c9c9	NA	unknown function
phrog_9289	#c9c9c9	NA	unknown function
phrog_9290	#c9c9c9	NA	unknown function
phrog_9291	#c9c9c9	NA	unknown function
phrog_9292	#c9c9c9	NA	unknown function
phrog_9293	#c9c9c9	NA	unknown function
phrog_9294	#c9c9c9	NA	unknown function
phrog_9295	#c9c9c9	NA	unknown function
phrog_9296	#c9c9c9	NA	unknown function
phrog_9297	#c9c9c9	NA	unknown function
phrog_9298	#838383	radical SAM domain protein	other
phrog_9299	#c9c9c9	NA	unknown function
phrog_9300	#c9c9c9	NA	unknown function
phrog_9301	#c9c9c9	NA	unknown function
phrog_9302	#c9c9c9	NA	unknown function
phrog_9303	#c9c9c9	NA	unknown function
phrog_9304	#c9c9c9	NA	unknown function
phrog_9305	#c9c9c9	NA	unknown function
phrog_9306	#c9c9c9	NA	unknown function
phrog_9307	#c9c9c9	NA	unknown function
phrog_9308	#c9c9c9	NA	unknown function
phrog_9309	#c9c9c9	NA	unknown function
phrog_9310	#c9c9c9	NA	unknown function
phrog_9311	#c9c9c9	NA	unknown function
phrog_9312	#c9c9c9	NA	unknown function
phrog_9313	#c9c9c9	NA	unknown function
phrog_9314	#c9c9c9	NA	unknown function
phrog_9315	#3e83f6	terminase large subunit	head and packaging
phrog_9316	#f35f49	holin	lysis
phrog_9317	#c9c9c9	NA	unknown function
phrog_9318	#c9c9c9	NA	unknown function
phrog_9319	#c9c9c9	NA	unknown function
phrog_9320	#c9c9c9	NA	unknown function
phrog_9321	#c9c9c9	NA	unknown function
phrog_9322	#c9c9c9	NA	unknown function
phrog_9323	#c9c9c9	NA	unknown function
phrog_9324	#c9c9c9	NA	unknown function
phrog_9325	#c9c9c9	NA	unknown function
phrog_9326	#3e83f6	virion structural protein	head and packaging
phrog_9327	#ffdf59	primosomal protein	DNA, RNA and nucleotide metabolism
phrog_9328	#c9c9c9	NA	unknown function
phrog_9329	#c9c9c9	NA	unknown function
phrog_9330	#c9c9c9	NA	unknown function
phrog_9331	#c9c9c9	NA	unknown function
phrog_9332	#c9c9c9	NA	unknown function
phrog_9333	#c9c9c9	NA	unknown function
phrog_9334	#c9c9c9	NA	unknown function
phrog_9335	#c9c9c9	NA	unknown function
phrog_9336	#c9c9c9	NA	unknown function
phrog_9337	#c9c9c9	NA	unknown function
phrog_9338	#c9c9c9	NA	unknown function
phrog_9339	#c9c9c9	NA	unknown function
phrog_9340	#c9c9c9	NA	unknown function
phrog_9341	#c9c9c9	NA	unknown function
phrog_9342	#c9c9c9	NA	unknown function
phrog_9343	#c9c9c9	NA	unknown function
phrog_9344	#c9c9c9	NA	unknown function
phrog_9345	#c9c9c9	NA	unknown function
phrog_9346	#c9c9c9	NA	unknown function
phrog_9347	#c9c9c9	NA	unknown function
phrog_9348	#c9c9c9	NA	unknown function
phrog_9349	#c9c9c9	NA	unknown function
phrog_9350	#c9c9c9	NA	unknown function
phrog_9351	#c9c9c9	NA	unknown function
phrog_9352	#c9c9c9	NA	unknown function
phrog_9353	#c9c9c9	NA	unknown function
phrog_9354	#c9c9c9	NA	unknown function
phrog_9355	#c9c9c9	NA	unknown function
phrog_9356	#c9c9c9	NA	unknown function
phrog_9357	#c9c9c9	NA	unknown function
phrog_9358	#c9c9c9	NA	unknown function
phrog_9359	#c9c9c9	NA	unknown function
phrog_9360	#c9c9c9	NA	unknown function
phrog_9361	#838383	methyltransferase	other
phrog_9362	#c9c9c9	NA	unknown function
phrog_9363	#c9c9c9	NA	unknown function
phrog_9364	#c9c9c9	NA	unknown function
phrog_9365	#c9c9c9	NA	unknown function
phrog_9366	#fea328	transposase	integration and excision
phrog_9367	#c9c9c9	NA	unknown function
phrog_9368	#c9c9c9	NA	unknown function
phrog_9369	#c9c9c9	NA	unknown function
phrog_9370	#07e9a2	tail fiber protein	tail
phrog_9371	#c9c9c9	NA	unknown function
phrog_9372	#c9c9c9	NA	unknown function
phrog_9373	#c9c9c9	NA	unknown function
phrog_9374	#c9c9c9	NA	unknown function
phrog_9375	#c9c9c9	NA	unknown function
phrog_9376	#c9c9c9	NA	unknown function
phrog_9377	#c9c9c9	NA	unknown function
phrog_9378	#c9c9c9	NA	unknown function
phrog_9379	#c9c9c9	NA	unknown function
phrog_9380	#c9c9c9	NA	unknown function
phrog_9381	#ffdf59	replication initiation by nicking	DNA, RNA and nucleotide metabolism
phrog_9382	#c9c9c9	NA	unknown function
phrog_9383	#07e9a2	tail protein	tail
phrog_9384	#c9c9c9	NA	unknown function
phrog_9385	#f35f49	Rz-like spanin	lysis
phrog_9386	#c9c9c9	NA	unknown function
phrog_9387	#c9c9c9	NA	unknown function
phrog_9388	#c9c9c9	NA	unknown function
phrog_9389	#c9c9c9	NA	unknown function
phrog_9390	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_9391	#c9c9c9	NA	unknown function
phrog_9392	#c9c9c9	NA	unknown function
phrog_9393	#c9c9c9	NA	unknown function
phrog_9394	#c9c9c9	NA	unknown function
phrog_9395	#c9c9c9	NA	unknown function
phrog_9396	#c9c9c9	NA	unknown function
phrog_9397	#c9c9c9	NA	unknown function
phrog_9398	#c9c9c9	NA	unknown function
phrog_9399	#c9c9c9	NA	unknown function
phrog_9400	#c9c9c9	NA	unknown function
phrog_9401	#c9c9c9	NA	unknown function
phrog_9402	#c9c9c9	NA	unknown function
phrog_9403	#c9c9c9	NA	unknown function
phrog_9404	#c9c9c9	NA	unknown function
phrog_9405	#c9c9c9	NA	unknown function
phrog_9406	#c9c9c9	NA	unknown function
phrog_9407	#f35f49	holin	lysis
phrog_9408	#c9c9c9	NA	unknown function
phrog_9409	#c9c9c9	NA	unknown function
phrog_9410	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism
phrog_9411	#c9c9c9	NA	unknown function
phrog_9412	#c9c9c9	NA	unknown function
phrog_9413	#07e9a2	tail protein and host specificity	tail
phrog_9414	#c9c9c9	NA	unknown function
phrog_9415	#c9c9c9	NA	unknown function
phrog_9416	#c9c9c9	NA	unknown function
phrog_9417	#c9c9c9	NA	unknown function
phrog_9418	#c9c9c9	NA	unknown function
phrog_9419	#c9c9c9	NA	unknown function
phrog_9420	#c9c9c9	NA	unknown function
phrog_9421	#c9c9c9	NA	unknown function
phrog_9422	#c9c9c9	NA	unknown function
phrog_9423	#c9c9c9	NA	unknown function
phrog_9424	#c9c9c9	NA	unknown function
phrog_9425	#a861e3	transcriptional repressor	transcription regulation
phrog_9426	#c9c9c9	NA	unknown function
phrog_9427	#3e83f6	head maturation protease	head and packaging
phrog_9428	#c9c9c9	NA	unknown function
phrog_9429	#c9c9c9	NA	unknown function
phrog_9430	#c9c9c9	NA	unknown function
phrog_9431	#c9c9c9	NA	unknown function
phrog_9432	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism
phrog_9433	#c9c9c9	NA	unknown function
phrog_9434	#c9c9c9	NA	unknown function
phrog_9435	#c9c9c9	NA	unknown function
phrog_9436	#c9c9c9	NA	unknown function
phrog_9437	#c9c9c9	NA	unknown function
phrog_9438	#a861e3	anti-repressor	transcription regulation
phrog_9439	#c9c9c9	NA	unknown function
phrog_9440	#c9c9c9	NA	unknown function
phrog_9441	#3e83f6	terminase small subunit	head and packaging
phrog_9442	#c9c9c9	NA	unknown function
phrog_9443	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_9444	#c9c9c9	NA	unknown function
phrog_9445	#c9c9c9	NA	unknown function
phrog_9446	#f35f49	lysis inhibition	lysis
phrog_9447	#c9c9c9	NA	unknown function
phrog_9448	#c9c9c9	NA	unknown function
phrog_9449	#c9c9c9	NA	unknown function
phrog_9450	#c9c9c9	NA	unknown function
phrog_9451	#c9c9c9	NA	unknown function
phrog_9452	#3e83f6	terminase small subunit	head and packaging
phrog_9453	#3e83f6	terminase large subunit	head and packaging
phrog_9454	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism
phrog_9455	#c9c9c9	NA	unknown function
phrog_9456	#c9c9c9	NA	unknown function
phrog_9457	#c9c9c9	NA	unknown function
phrog_9458	#c9c9c9	NA	unknown function
phrog_9459	#c9c9c9	NA	unknown function
phrog_9460	#838383	methyltransferase	other
phrog_9461	#c9c9c9	NA	unknown function
phrog_9462	#c9c9c9	NA	unknown function
phrog_9463	#c9c9c9	NA	unknown function
phrog_9464	#c9c9c9	NA	unknown function
phrog_9465	#ffdf59	ribonucleoside diphosphate reductase small subunit	DNA, RNA and nucleotide metabolism
phrog_9466	#c9c9c9	NA	unknown function
phrog_9467	#c9c9c9	NA	unknown function
phrog_9468	#c9c9c9	NA	unknown function
phrog_9469	#c9c9c9	NA	unknown function
phrog_9470	#c9c9c9	NA	unknown function
phrog_9471	#c9c9c9	NA	unknown function
phrog_9472	#c9c9c9	NA	unknown function
phrog_9473	#c9c9c9	NA	unknown function
phrog_9474	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism
phrog_9475	#c9c9c9	NA	unknown function
phrog_9476	#c9c9c9	NA	unknown function
phrog_9477	#c9c9c9	NA	unknown function
phrog_9478	#07e9a2	minor tail protein	tail
phrog_9479	#c9c9c9	NA	unknown function
phrog_9480	#c9c9c9	NA	unknown function
phrog_9481	#c9c9c9	NA	unknown function
phrog_9482	#c9c9c9	NA	unknown function
phrog_9483	#07e9a2	tail length tape measure protein	tail
phrog_9484	#c9c9c9	NA	unknown function
phrog_9485	#3e83f6	virion structural protein	head and packaging
phrog_9486	#c9c9c9	NA	unknown function
phrog_9487	#c9c9c9	NA	unknown function
phrog_9488	#c9c9c9	NA	unknown function
phrog_9489	#c9c9c9	NA	unknown function
phrog_9490	#c9c9c9	NA	unknown function
phrog_9491	#c9c9c9	NA	unknown function
phrog_9492	#c9c9c9	NA	unknown function
phrog_9493	#c9c9c9	NA	unknown function
phrog_9494	#c9c9c9	NA	unknown function
phrog_9495	#c9c9c9	NA	unknown function
phrog_9496	#ffdf59	endonuclease	DNA, RNA and nucleotide metabolism
phrog_9497	#c9c9c9	NA	unknown function
phrog_9498	#c9c9c9	NA	unknown function
phrog_9499	#c9c9c9	NA	unknown function
phrog_9500	#a861e3	CsrA-like regulator	transcription regulation
phrog_9501	#c9c9c9	NA	unknown function
phrog_9502	#07e9a2	tail fiber protein	tail
phrog_9503	#c9c9c9	NA	unknown function
phrog_9504	#c9c9c9	NA	unknown function
phrog_9505	#c9c9c9	NA	unknown function
phrog_9506	#f35f49	endolysin	lysis
phrog_9507	#c9c9c9	NA	unknown function
phrog_9508	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_9509	#c9c9c9	NA	unknown function
phrog_9510	#c9c9c9	NA	unknown function
phrog_9511	#c9c9c9	NA	unknown function
phrog_9512	#c9c9c9	NA	unknown function
phrog_9513	#c9c9c9	NA	unknown function
phrog_9514	#c9c9c9	NA	unknown function
phrog_9515	#c9c9c9	NA	unknown function
phrog_9516	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism
phrog_9517	#c9c9c9	NA	unknown function
phrog_9518	#c9c9c9	NA	unknown function
phrog_9519	#c9c9c9	NA	unknown function
phrog_9520	#c9c9c9	NA	unknown function
phrog_9521	#07e9a2	baseplate wedge subunit	tail
phrog_9522	#07e9a2	major tail protein	tail
phrog_9523	#c9c9c9	NA	unknown function
phrog_9524	#c9c9c9	NA	unknown function
phrog_9525	#07e9a2	tail fiber protein	tail
phrog_9526	#3e83f6	terminase large subunit	head and packaging
phrog_9527	#c9c9c9	NA	unknown function
phrog_9528	#ffdf59	nucleotidyltransferase	DNA, RNA and nucleotide metabolism
phrog_9529	#c9c9c9	NA	unknown function
phrog_9530	#ffdf59	ribonucleotide reductase	DNA, RNA and nucleotide metabolism
phrog_9531	#c9c9c9	NA	unknown function
phrog_9532	#07e9a2	tail fiber protein	tail
phrog_9533	#c9c9c9	NA	unknown function
phrog_9534	#3e83f6	head protein	head and packaging
phrog_9535	#c9c9c9	NA	unknown function
phrog_9536	#c9c9c9	NA	unknown function
phrog_9537	#c9c9c9	NA	unknown function
phrog_9538	#35d7ff	head-tail connector protein	connector
phrog_9539	#c9c9c9	NA	unknown function
phrog_9540	#c9c9c9	NA	unknown function
phrog_9541	#c9c9c9	NA	unknown function
phrog_9542	#c9c9c9	NA	unknown function
phrog_9543	#c9c9c9	NA	unknown function
phrog_9544	#c9c9c9	NA	unknown function
phrog_9545	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_9546	#ffdf59	RecX-like filament modulator	DNA, RNA and nucleotide metabolism
phrog_9547	#c9c9c9	NA	unknown function
phrog_9548	#c9c9c9	NA	unknown function
phrog_9549	#ff59f5	glycosyltransferase	moron, auxiliary metabolic gene and host takeover
phrog_9550	#c9c9c9	NA	unknown function
phrog_9551	#c9c9c9	NA	unknown function
phrog_9552	#838383	kinase	other
phrog_9553	#c9c9c9	NA	unknown function
phrog_9554	#c9c9c9	NA	unknown function
phrog_9555	#c9c9c9	NA	unknown function
phrog_9556	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism
phrog_9557	#c9c9c9	NA	unknown function
phrog_9558	#c9c9c9	NA	unknown function
phrog_9559	#c9c9c9	NA	unknown function
phrog_9560	#c9c9c9	NA	unknown function
phrog_9561	#c9c9c9	NA	unknown function
phrog_9562	#c9c9c9	NA	unknown function
phrog_9563	#c9c9c9	NA	unknown function
phrog_9564	#c9c9c9	NA	unknown function
phrog_9565	#c9c9c9	NA	unknown function
phrog_9566	#c9c9c9	NA	unknown function
phrog_9567	#ff59f5	MazF-like growth inhibitor	moron, auxiliary metabolic gene and host takeover
phrog_9568	#c9c9c9	NA	unknown function
phrog_9569	#c9c9c9	NA	unknown function
phrog_9570	#07e9a2	tail length tape measure protein	tail
phrog_9571	#c9c9c9	NA	unknown function
phrog_9572	#838383	sulfatase-modifying factor enzyme	other
phrog_9573	#c9c9c9	NA	unknown function
phrog_9574	#07e9a2	tail protein	tail
phrog_9575	#c9c9c9	NA	unknown function
phrog_9576	#c9c9c9	NA	unknown function
phrog_9577	#c9c9c9	NA	unknown function
phrog_9578	#c9c9c9	NA	unknown function
phrog_9579	#c9c9c9	NA	unknown function
phrog_9580	#c9c9c9	NA	unknown function
phrog_9581	#c9c9c9	NA	unknown function
phrog_9582	#838383	dehydrogenase	other
phrog_9583	#c9c9c9	NA	unknown function
phrog_9584	#c9c9c9	NA	unknown function
phrog_9585	#c9c9c9	NA	unknown function
phrog_9586	#c9c9c9	NA	unknown function
phrog_9587	#c9c9c9	NA	unknown function
phrog_9588	#c9c9c9	NA	unknown function
phrog_9589	#f35f49	endolysin	lysis
phrog_9590	#c9c9c9	NA	unknown function
phrog_9591	#c9c9c9	NA	unknown function
phrog_9592	#c9c9c9	NA	unknown function
phrog_9593	#c9c9c9	NA	unknown function
phrog_9594	#c9c9c9	NA	unknown function
phrog_9595	#c9c9c9	NA	unknown function
phrog_9596	#c9c9c9	NA	unknown function
phrog_9597	#c9c9c9	NA	unknown function
phrog_9598	#c9c9c9	NA	unknown function
phrog_9599	#c9c9c9	NA	unknown function
phrog_9600	#07e9a2	tail assembly protein	tail
phrog_9601	#c9c9c9	NA	unknown function
phrog_9602	#c9c9c9	NA	unknown function
phrog_9603	#c9c9c9	NA	unknown function
phrog_9604	#07e9a2	tail protein	tail
phrog_9605	#c9c9c9	NA	unknown function
phrog_9606	#c9c9c9	NA	unknown function
phrog_9607	#c9c9c9	NA	unknown function
phrog_9608	#c9c9c9	NA	unknown function
phrog_9609	#c9c9c9	NA	unknown function
phrog_9610	#c9c9c9	NA	unknown function
phrog_9611	#f35f49	endolysin	lysis
phrog_9612	#c9c9c9	NA	unknown function
phrog_9613	#c9c9c9	NA	unknown function
phrog_9614	#c9c9c9	NA	unknown function
phrog_9615	#c9c9c9	NA	unknown function
phrog_9616	#c9c9c9	NA	unknown function
phrog_9617	#c9c9c9	NA	unknown function
phrog_9618	#c9c9c9	NA	unknown function
phrog_9619	#c9c9c9	NA	unknown function
phrog_9620	#c9c9c9	NA	unknown function
phrog_9621	#c9c9c9	NA	unknown function
phrog_9622	#c9c9c9	NA	unknown function
phrog_9623	#c9c9c9	NA	unknown function
phrog_9624	#c9c9c9	NA	unknown function
phrog_9625	#c9c9c9	NA	unknown function
phrog_9626	#c9c9c9	NA	unknown function
phrog_9627	#c9c9c9	NA	unknown function
phrog_9628	#c9c9c9	NA	unknown function
phrog_9629	#c9c9c9	NA	unknown function
phrog_9630	#c9c9c9	NA	unknown function
phrog_9631	#c9c9c9	NA	unknown function
phrog_9632	#c9c9c9	NA	unknown function
phrog_9633	#c9c9c9	NA	unknown function
phrog_9634	#ffdf59	nuclease	DNA, RNA and nucleotide metabolism
phrog_9635	#c9c9c9	NA	unknown function
phrog_9636	#c9c9c9	NA	unknown function
phrog_9637	#c9c9c9	NA	unknown function
phrog_9638	#c9c9c9	NA	unknown function
phrog_9639	#c9c9c9	NA	unknown function
phrog_9640	#c9c9c9	NA	unknown function
phrog_9641	#c9c9c9	NA	unknown function
phrog_9642	#c9c9c9	NA	unknown function
phrog_9643	#c9c9c9	NA	unknown function
phrog_9644	#3e83f6	head maturation protease	head and packaging
phrog_9645	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism
phrog_9646	#c9c9c9	NA	unknown function
phrog_9647	#c9c9c9	NA	unknown function
phrog_9648	#07e9a2	tail protein	tail
phrog_9649	#c9c9c9	NA	unknown function
phrog_9650	#c9c9c9	NA	unknown function
phrog_9651	#c9c9c9	NA	unknown function
phrog_9652	#c9c9c9	NA	unknown function
phrog_9653	#c9c9c9	NA	unknown function
phrog_9654	#c9c9c9	NA	unknown function
phrog_9655	#c9c9c9	NA	unknown function
phrog_9656	#c9c9c9	NA	unknown function
phrog_9657	#c9c9c9	NA	unknown function
phrog_9658	#35d7ff	head-tail connector protein	connector
phrog_9659	#c9c9c9	NA	unknown function
phrog_9660	#c9c9c9	NA	unknown function
phrog_9661	#c9c9c9	NA	unknown function
phrog_9662	#c9c9c9	NA	unknown function
phrog_9663	#c9c9c9	NA	unknown function
phrog_9664	#c9c9c9	NA	unknown function
phrog_9665	#a861e3	transcriptional regulator	transcription regulation
phrog_9666	#c9c9c9	NA	unknown function
phrog_9667	#3e83f6	virion structural protein	head and packaging
phrog_9668	#fea328	excisionase	integration and excision
phrog_9669	#c9c9c9	NA	unknown function
phrog_9670	#c9c9c9	NA	unknown function
phrog_9671	#c9c9c9	NA	unknown function
phrog_9672	#07e9a2	minor tail protein	tail
phrog_9673	#c9c9c9	NA	unknown function
phrog_9674	#c9c9c9	NA	unknown function
phrog_9675	#c9c9c9	NA	unknown function
phrog_9676	#c9c9c9	NA	unknown function
phrog_9677	#c9c9c9	NA	unknown function
phrog_9678	#c9c9c9	NA	unknown function
phrog_9679	#c9c9c9	NA	unknown function
phrog_9680	#ff59f5	host range and adsorption protein	moron, auxiliary metabolic gene and host takeover
phrog_9681	#c9c9c9	NA	unknown function
phrog_9682	#c9c9c9	NA	unknown function
phrog_9683	#838383	protease	other
phrog_9684	#c9c9c9	NA	unknown function
phrog_9685	#c9c9c9	NA	unknown function
phrog_9686	#c9c9c9	NA	unknown function
phrog_9687	#07e9a2	fibritin neck whisker	tail
phrog_9688	#c9c9c9	NA	unknown function
phrog_9689	#3e83f6	virion structural protein	head and packaging
phrog_9690	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism
phrog_9691	#ffdf59	thioredoxin domain	DNA, RNA and nucleotide metabolism
phrog_9692	#c9c9c9	NA	unknown function
phrog_9693	#c9c9c9	NA	unknown function
phrog_9694	#c9c9c9	NA	unknown function
phrog_9695	#c9c9c9	NA	unknown function
phrog_9696	#07e9a2	tail length tape measure protein	tail
phrog_9697	#c9c9c9	NA	unknown function
phrog_9698	#c9c9c9	NA	unknown function
phrog_9699	#c9c9c9	NA	unknown function
phrog_9700	#c9c9c9	NA	unknown function
phrog_9701	#c9c9c9	NA	unknown function
phrog_9702	#c9c9c9	NA	unknown function
phrog_9703	#3e83f6	head decoration	head and packaging
phrog_9704	#c9c9c9	NA	unknown function
phrog_9705	#c9c9c9	NA	unknown function
phrog_9706	#c9c9c9	NA	unknown function
phrog_9707	#07e9a2	tail protein	tail
phrog_9708	#c9c9c9	NA	unknown function
phrog_9709	#c9c9c9	NA	unknown function
phrog_9710	#c9c9c9	NA	unknown function
phrog_9711	#c9c9c9	NA	unknown function
phrog_9712	#c9c9c9	NA	unknown function
phrog_9713	#c9c9c9	NA	unknown function
phrog_9714	#c9c9c9	NA	unknown function
phrog_9715	#c9c9c9	NA	unknown function
phrog_9716	#c9c9c9	NA	unknown function
phrog_9717	#c9c9c9	NA	unknown function
phrog_9718	#c9c9c9	NA	unknown function
phrog_9719	#c9c9c9	NA	unknown function
phrog_9720	#c9c9c9	NA	unknown function
phrog_9721	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
phrog_9722	#c9c9c9	NA	unknown function
phrog_9723	#c9c9c9	NA	unknown function
phrog_9724	#c9c9c9	NA	unknown function
phrog_9725	#c9c9c9	NA	unknown function
phrog_9726	#c9c9c9	NA	unknown function
phrog_9727	#c9c9c9	NA	unknown function
phrog_9728	#c9c9c9	NA	unknown function
phrog_9729	#07e9a2	tail fiber protein	tail
phrog_9730	#c9c9c9	NA	unknown function
phrog_9731	#c9c9c9	NA	unknown function
phrog_9732	#c9c9c9	NA	unknown function
phrog_9733	#c9c9c9	NA	unknown function
phrog_9734	#c9c9c9	NA	unknown function
phrog_9735	#c9c9c9	NA	unknown function
phrog_9736	#c9c9c9	NA	unknown function
phrog_9737	#c9c9c9	NA	unknown function
phrog_9738	#c9c9c9	NA	unknown function
phrog_9739	#c9c9c9	NA	unknown function
